OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,Order Quantity,Discount Applied,Unit Price,Unit Cost,Customer Names,Product Name,Sales Team,City Name,Population,Household Income,Median Income,State,Unit Profit
SO - 0001828,In-Store,WARE-NMK1003,2018-10-27,2018-12-22,2019-01-13,2019-01-16,USD,2,0.1,1788.9,840.783,Weimei Corp,Vanities,Joshua Ryan,Pompano Beach,107762,41422,41321,Florida,948.1170000000001
SO - 0001829,In-Store,WARE-UHY1004,2018-10-27,2018-12-22,2018-12-29,2019-01-02,USD,2,0.1,3912.8,2347.68,Medline ,Dining Furniture,Shawn Cook,Ann Arbor,117070,47179,55990,Michigan,1565.1200000000003
SO - 0001830,In-Store,WARE-NMK1003,2018-10-27,2018-12-22,2019-01-04,2019-01-10,USD,8,0.05,6143.900000000001,4362.169,Nipro ,Accessories,Carl Nguyen,Colorado Springs,456568,174441,54527,Colorado,1781.7310000000007
SO - 0001831,Wholesale,WARE-NMK1003,2018-07-19,2018-12-22,2019-01-19,2019-01-22,USD,2,0.05,2827.4,1272.3300000000002,Llorens Ltd,Floor Lamps,Donald Reynolds,Cedar Rapids,130405,53328,53581,Iowa,1555.07
SO - 0001832,Online,WARE-PUJ1005,2018-07-19,2018-12-22,2019-01-07,2019-01-10,USD,3,0.2,1058.6000000000001,455.19800000000004,New Ltd,Outdoor Furniture,Paul Holmes,Lewisville,104039,38430,57267,Texas,603.402
SO - 0001833,Distributor,WARE-NMK1003,2018-10-27,2018-12-22,2019-01-19,2019-01-26,USD,7,0.075,1065.3,564.609,Procter Corp,Mirrors,Patrick Graham,Hialeah,237069,69219,29249,Florida,500.6909999999999
SO - 0001834,In-Store,WARE-NBV1002,2018-10-27,2018-12-23,2019-01-16,2019-01-26,USD,6,0.075,1112.2,734.052,Procter Corp,Cocktail Glasses,Adam Hernandez,Thousand Oaks,129339,45912,100946,California,378.148
SO - 0001835,Online,WARE-XYS1001,2018-10-27,2018-12-23,2019-01-04,2019-01-05,USD,7,0.15,3832.4,2184.468,Ole Group,Wall Coverings,Nicholas Cunningham,El Cajon,103679,32564,45925,California,1647.9320000000002
SO - 0001836,Distributor,WARE-NMK1003,2018-10-27,2018-12-23,2019-01-05,2019-01-12,USD,3,0.4,857.6,626.048,Medline ,Pendants,Joe Price,Waterbury (Town),108802,40213,40467,Connecticut,231.55200000000002
SO - 0001837,Distributor,WARE-MKL1006,2018-10-27,2018-12-23,2018-12-28,2019-01-04,USD,7,0.1,5460.5,3003.275,ETUDE Ltd,Accessories,Douglas Tucker,West Jordan,111946,31742,68442,Utah,2457.225
SO - 0001838,In-Store,WARE-XYS1001,2018-10-27,2018-12-23,2019-01-17,2019-01-22,USD,8,0.15,2566.1,1950.2359999999999,S.S.S. Group,Pendants,Shawn Cook,Scottsdale,236839,102424,73288,Arizona,615.864
SO - 0001839,Online,WARE-MKL1006,2018-07-19,2018-12-23,2019-01-01,2019-01-05,USD,5,0.15,2653.2000000000003,1193.94,Prasco Group,Basketball,Todd Roberts,Tyler,103700,37644,42840,Texas,1459.2600000000002
SO - 0001840,Online,WARE-NBV1002,2018-10-27,2018-12-23,2019-01-19,2019-01-20,USD,2,0.075,884.4,636.7679999999999,Rochester Ltd,Blankets,Todd Roberts,San Jose,1026908,314297,84647,California,247.63200000000006
SO - 0001841,Wholesale,WARE-NBV1002,2018-10-27,2018-12-23,2019-01-02,2019-01-05,USD,7,0.075,3805.6,1598.3519999999999,Uriel Group,Mirrors,Donald Reynolds,Temecula,112011,32835,79925,California,2207.248
SO - 0001842,Distributor,WARE-UHY1004,2018-10-27,2018-12-23,2019-01-18,2019-01-22,USD,8,0.2,1152.4,887.3480000000001,Avon Corp,TV and video,Joe Price,St. Louis,315685,139555,35599,Missouri,265.052
SO - 0001843,In-Store,WARE-NBV1002,2018-07-19,2018-12-23,2019-01-11,2019-01-20,USD,3,0.075,3832.4,2567.708,E. Ltd,Festive,Joshua Little,San Francisco,864816,353287,81294,California,1264.692
SO - 0001844,In-Store,WARE-UHY1004,2018-10-27,2018-12-23,2018-12-25,2019-01-02,USD,4,0.05,871.0,661.96,Procter Corp,Ornaments,Joshua Ryan,Fayetteville,201963,78439,43630,North Carolina,209.03999999999996
SO - 0001845,Online,WARE-NMK1003,2018-07-19,2018-12-23,2019-01-14,2019-01-23,USD,4,0.05,1809.0,1139.67,Wuxi Group,Platters,Nicholas Cunningham,Lawrence (Township),123397,48011,50411,Indiana,669.3299999999999
SO - 0001846,In-Store,WARE-NMK1003,2018-10-27,2018-12-23,2019-01-09,2019-01-12,USD,5,0.075,1969.8,1378.86,S.S.S. Group,Bedroom Furniture,Adam Hernandez,Arvada,115368,44615,69938,Colorado,590.94
SO - 0001847,Online,WARE-XYS1001,2018-10-27,2018-12-23,2019-01-03,2019-01-09,USD,5,0.05,1038.5,716.5649999999999,U.S. Ltd,Bar Tools,Frank Brown,Huntington Beach,201899,74460,83252,California,321.93500000000006
SO - 0001848,Wholesale,WARE-UHY1004,2018-07-19,2018-12-23,2019-01-11,2019-01-21,USD,6,0.075,3651.5,1606.66,Prasco Group,Candles,Carlos Miller,Enterprise,124564,43699,68137,Nevada,2044.84
SO - 0001849,Distributor,WARE-XYS1001,2018-07-19,2018-12-23,2019-01-17,2019-01-21,USD,8,0.05,1949.7,1306.2990000000002,Ole Group,TV and video,Roy Rice,Orange,140992,42680,78513,California,643.4009999999998
SO - 0001850,Wholesale,WARE-NBV1002,2018-07-19,2018-12-23,2019-01-13,2019-01-19,USD,8,0.05,991.6,694.12,Sundial ,Candleholders,Carlos Miller,Rialto,103132,25199,50971,California,297.48
SO - 0001851,Online,WARE-XYS1001,2018-10-27,2018-12-24,2018-12-27,2018-12-29,USD,8,0.075,2740.3,1205.7320000000002,Pure Group,TV and video,Carl Nguyen,Mesa,471825,168914,48809,Arizona,1534.568
SO - 0001852,Online,WARE-NBV1002,2018-10-27,2018-12-24,2019-01-07,2019-01-12,USD,6,0.075,1902.8,1255.848,E. Ltd,Bean Bags,Frank Brown,Roseville,130269,46547,75867,California,646.952
SO - 0001853,In-Store,WARE-NBV1002,2018-07-19,2018-12-24,2019-01-18,2019-01-26,USD,2,0.1,2365.1,1773.8249999999998,Niconovum Corp,Outdoor Decor,Keith Griffin,Torrance,148475,55377,79549,California,591.2750000000001
SO - 0001854,Online,WARE-NMK1003,2018-07-19,2018-12-24,2019-01-03,2019-01-05,USD,8,0.075,1051.9,662.6970000000001,E. Ltd,Platters,Todd Roberts,York,125730,47997,76285,Illinois,389.203
SO - 0001855,Distributor,WARE-UHY1004,2018-10-27,2018-12-24,2019-01-12,2019-01-18,USD,5,0.1,2860.9,2031.239,Victory Ltd,TV and video,Joe Price,Manchester,110229,45145,54282,New Hampshire,829.6610000000001
SO - 0001856,Online,WARE-PUJ1005,2018-07-19,2018-12-24,2019-01-12,2019-01-16,USD,5,0.075,5835.7,4201.704,New Ltd,Sculptures,Carl Nguyen,Oyster Bay,298768,98509,112162,New York,1633.996
SO - 0001857,In-Store,WARE-NMK1003,2018-07-19,2018-12-24,2019-01-16,2019-01-18,USD,1,0.05,1152.4,944.9680000000001,Medline ,Accessories,Stephen Payne,Peoria City,104291,43267,42041,Illinois,207.43200000000002
SO - 0001858,Online,WARE-NMK1003,2018-07-19,2018-12-25,2019-01-10,2019-01-14,USD,3,0.075,897.8000000000001,619.482,Weimei Corp,Wreaths,Roger Alexander,Gainesville,130128,47968,31818,Florida,278.3180000000001
SO - 0001859,Distributor,WARE-PUJ1005,2018-07-19,2018-12-25,2019-01-17,2019-01-22,USD,5,0.15,1112.2,912.004,Procter Corp,Bean Bags,Joe Price,Oyster Bay,298768,98509,112162,New York,200.19600000000003
SO - 0001860,In-Store,WARE-MKL1006,2018-10-27,2018-12-25,2019-01-21,2019-01-31,USD,1,0.05,3825.7000000000003,2333.677,Medline ,Pillows,Stephen Payne,Green Bay,105207,42308,42826,Wisconsin,1492.0230000000001
SO - 0001861,Wholesale,WARE-NMK1003,2018-10-27,2018-12-25,2019-01-01,2019-01-09,USD,4,0.05,1963.1000000000001,1217.122,"Elorac, Corp",Platters,Carlos Miller,Proviso,151772,54255,53281,Illinois,745.9780000000001
SO - 0001862,In-Store,WARE-NBV1002,2018-07-19,2018-12-25,2019-01-15,2019-01-20,USD,6,0.05,2365.1,1750.174,Medline ,Accessories,Stephen Payne,San Diego,1394928,485091,66116,California,614.9259999999999
SO - 0001863,Online,WARE-PUJ1005,2018-10-27,2018-12-25,2019-01-12,2019-01-18,USD,3,0.05,958.1,584.441,Pacific Ltd,Cookware,Nicholas Cunningham,Oklahoma City,631346,232254,47779,Oklahoma,373.659
SO - 0001864,In-Store,WARE-NBV1002,2018-07-19,2018-12-25,2019-01-01,2019-01-07,USD,3,0.05,1855.9,1132.099,O.E. Ltd,Table Lamps,Chris Armstrong,Salinas,157380,40892,49840,California,723.8010000000002
SO - 0001865,In-Store,WARE-XYS1001,2018-07-19,2018-12-25,2019-01-20,2019-01-22,USD,5,0.05,1708.5,1349.7150000000001,S.S.S. Group,Sculptures,Carl Nguyen,Palmdale,158351,42720,52392,California,358.78499999999985
SO - 0001866,In-Store,WARE-UHY1004,2018-10-27,2018-12-25,2018-12-30,2019-01-04,USD,7,0.075,2586.2000000000003,1862.064,Nipro ,Stemware,Jonathan Hawkins,Charlotte,827097,305488,53637,North Carolina,724.1360000000002
SO - 0001867,Wholesale,WARE-NBV1002,2018-10-27,2018-12-25,2019-01-12,2019-01-17,USD,2,0.1,2566.1,1693.626,Select ,Stemware,Carlos Miller,Torrance,148475,55377,79549,California,872.4739999999999
SO - 0001868,Distributor,WARE-PUJ1005,2018-10-27,2018-12-25,2018-12-29,2019-01-01,USD,3,0.075,3202.6,1985.6119999999999,OHTA'S Corp,Clocks,Douglas Tucker,Nashville,678889,248677,41759,Tennessee,1216.988
SO - 0001869,Online,WARE-NMK1003,2018-10-27,2018-12-26,2019-01-09,2019-01-16,USD,2,0.075,6545.900000000001,2749.2780000000002,AuroMedics Corp,Blankets,Frank Brown,Schaumburg (Township),132162,49006,74034,Illinois,3796.6220000000003
SO - 0001870,In-Store,WARE-XYS1001,2018-10-27,2018-12-26,2019-01-10,2019-01-16,USD,4,0.15,5226.0,3396.9,Bare ,Collectibles,Chris Armstrong,Garden Grove,175393,46998,58449,California,1829.1
SO - 0001871,Distributor,WARE-PUJ1005,2018-07-19,2018-12-26,2019-01-02,2019-01-07,USD,8,0.4,904.5,732.6450000000001,Linde ,Bar Tools,Patrick Graham,Huntington,204398,69000,105451,New York,171.8549999999999
SO - 0001872,Distributor,WARE-PUJ1005,2018-10-27,2018-12-26,2019-01-23,2019-01-31,USD,5,0.05,2237.8,1029.3880000000001,"3LAB, Ltd",Clocks,Patrick Graham,Clarksville,149176,51776,46947,Tennessee,1208.412
SO - 0001873,Online,WARE-NMK1003,2018-07-19,2018-12-26,2019-01-21,2019-01-26,USD,5,0.075,1072.0,707.52,S.S.S. Group,Wall Coverings,Anthony Berry,Palm Bay,107888,37821,43163,Florida,364.48
SO - 0001874,In-Store,WARE-NBV1002,2018-07-19,2018-12-26,2019-01-19,2019-01-24,USD,3,0.1,1092.1000000000001,884.6010000000001,"Fenwal, Corp",TV and video,Jerry Green,Rialto,103132,25199,50971,California,207.49900000000002
SO - 0001875,Distributor,WARE-UHY1004,2018-07-19,2018-12-26,2019-01-13,2019-01-22,USD,2,0.1,3825.7000000000003,2333.677,"Fenwal, Corp",Vases,Samuel Fowler,Spring Valley,183937,70748,50192,Nevada,1492.0230000000001
SO - 0001876,In-Store,WARE-UHY1004,2018-10-27,2018-12-26,2018-12-31,2019-01-04,USD,6,0.1,214.4,165.08800000000002,O.E. Ltd,Wall Frames,Keith Griffin,Wilmington,115933,48425,42128,North Carolina,49.31199999999998
SO - 0001877,Distributor,WARE-PUJ1005,2018-10-27,2018-12-26,2019-01-03,2019-01-13,USD,3,0.15,6566.0,4202.24,Pure Group,Ornaments,Douglas Tucker,Lubbock,249042,90433,44648,Texas,2363.76
SO - 0001878,In-Store,WARE-PUJ1005,2018-10-27,2018-12-26,2019-01-12,2019-01-14,USD,6,0.075,1835.8,1083.1219999999998,"PEDIFIX, Corp",Candleholders,Joshua Bennett,North Charleston,108304,37597,39543,South Carolina,752.6780000000001
SO - 0001879,In-Store,WARE-NBV1002,2018-07-19,2018-12-26,2019-01-08,2019-01-16,USD,2,0.15,2432.1,1021.482,Mylan Corp,Home Fragrances,Shawn Cook,Torrance,148475,55377,79549,California,1410.618
SO - 0001880,Online,WARE-MKL1006,2018-07-19,2018-12-27,2019-01-12,2019-01-18,USD,8,0.075,1876.0,1519.5600000000002,Procter Corp,Festive,Frank Brown,McKinney,162898,50455,81459,Texas,356.4399999999998
SO - 0001881,Online,WARE-PUJ1005,2018-10-27,2018-12-27,2019-01-21,2019-01-31,USD,5,0.05,1011.7,424.914,Rochester Ltd,Wine Storage,Paul Holmes,Murfreesboro,126118,44518,51094,Tennessee,586.7860000000001
SO - 0001882,Online,WARE-XYS1001,2018-07-19,2018-12-27,2019-01-23,2019-01-28,USD,4,0.05,1038.5,768.49,Eminence Corp,Bedroom Furniture,Roger Alexander,Murrieta,109830,32685,74610,California,270.01
SO - 0001883,In-Store,WARE-XYS1001,2018-07-19,2018-12-27,2019-01-18,2019-01-23,USD,7,0.05,958.1,613.1840000000001,U.S. Ltd,Vases,George Lewis,El Monte,116732,30752,38085,California,344.91599999999994
SO - 0001884,Distributor,WARE-XYS1001,2018-10-27,2018-12-27,2019-01-16,2019-01-20,USD,2,0.3,2445.5,1222.75,"Exact-Rx, Corp",Stemware,Samuel Fowler,Elk Grove,166913,49316,79487,California,1222.75
SO - 0001885,Online,WARE-NMK1003,2018-10-27,2018-12-27,2019-01-13,2019-01-16,USD,5,0.1,3899.4,3275.496,Apollo Ltd,Candleholders,Shawn Wallace,Arvada,115368,44615,69938,Colorado,623.904
SO - 0001886,Online,WARE-NBV1002,2018-10-27,2018-12-27,2019-01-14,2019-01-21,USD,5,0.075,1005.0,653.25,ETUDE Ltd,Festive,Shawn Wallace,Thousand Oaks,129339,45912,100946,California,351.75
SO - 0001887,Online,WARE-XYS1001,2018-07-19,2018-12-27,2019-01-03,2019-01-08,USD,5,0.05,1775.5,1349.38,Qualitest ,Photo Frames,Paul Holmes,Daly City,106562,31137,74449,California,426.1199999999999
SO - 0001888,Online,WARE-UHY1004,2018-10-27,2018-12-27,2019-01-10,2019-01-15,USD,6,0.15,1125.6000000000001,855.4560000000001,Victory Ltd,Clocks,Shawn Wallace,St. Paul,300851,112988,48757,Minnesota,270.144
SO - 0001889,Online,WARE-NMK1003,2018-10-27,2018-12-28,2019-01-20,2019-01-27,USD,2,0.05,1098.8,747.184,Bare ,Ornaments,Frank Brown,Fort Wayne,260326,102273,43774,Indiana,351.616
SO - 0001890,Wholesale,WARE-NMK1003,2018-10-27,2018-12-28,2019-01-10,2019-01-12,USD,5,0.05,1936.3,1490.951,Trigen ,Audio,Carlos Miller,Stamford,128874,46974,79359,Connecticut,445.34899999999993
SO - 0001891,Distributor,WARE-UHY1004,2018-07-19,2018-12-28,2019-01-07,2019-01-13,USD,3,0.075,3926.2000000000003,2669.8160000000003,Burt's Corp,TV and video,Roy Rice,Independence,117255,48313,43472,Missouri,1256.384
SO - 0001892,In-Store,WARE-XYS1001,2018-10-27,2018-12-28,2019-01-14,2019-01-18,USD,7,0.075,3155.7000000000003,2240.547,Linde ,Cocktail Glasses,Joshua Little,Chandler,260828,88973,72695,Arizona,915.1530000000002
SO - 0001893,Wholesale,WARE-NMK1003,2018-10-27,2018-12-28,2018-12-30,2019-01-06,USD,8,0.075,3999.9,1679.958,Medline ,Bar Tools,Donald Reynolds,Naperville (Township),102708,37133,88282,Illinois,2319.942
SO - 0001894,Online,WARE-XYS1001,2018-10-27,2018-12-28,2019-01-18,2019-01-23,USD,2,0.075,1092.1000000000001,666.181,AuroMedics Corp,Vanities,Shawn Wallace,Elk Grove,166913,49316,79487,California,425.9190000000001
SO - 0001895,Online,WARE-NMK1003,2018-10-27,2018-12-29,2019-01-14,2019-01-21,USD,4,0.15,1005.0,442.2,Ascend Ltd,Platters,Shawn Wallace,Lexington-Fayette,314488,125752,49778,Kentucky,562.8
SO - 0001896,In-Store,WARE-UHY1004,2018-07-19,2018-12-29,2019-01-24,2019-01-26,USD,3,0.05,254.6,134.93800000000002,Ei ,Vanities,Joshua Little,Ann Arbor,117070,47179,55990,Michigan,119.66199999999998
SO - 0001897,In-Store,WARE-MKL1006,2018-10-27,2018-12-29,2019-01-21,2019-01-28,USD,2,0.05,897.8000000000001,520.724,O.E. Ltd,Bathroom Furniture,Joshua Bennett,Plano,283558,103937,83793,Texas,377.076
SO - 0001898,In-Store,WARE-NMK1003,2018-07-19,2018-12-29,2019-01-22,2019-01-24,USD,4,0.05,1748.7,821.889,Medsep Group,Accessories,Jerry Green,Worth (Township),152861,56788,54124,Illinois,926.811
SO - 0001899,In-Store,WARE-NMK1003,2018-10-27,2018-12-29,2019-01-01,2019-01-05,USD,4,0.075,1105.5,442.20000000000005,Linde ,Bar Tools,Carl Nguyen,West Covina,108484,30816,69189,California,663.3
SO - 0001900,Distributor,WARE-MKL1006,2018-07-19,2018-12-29,2019-01-03,2019-01-11,USD,6,0.1,5842.400000000001,4323.376,Prasco Group,Audio,Patrick Graham,Milwaukee,600155,230807,35958,Wisconsin,1519.0240000000003
SO - 0001901,Online,WARE-NMK1003,2018-10-27,2018-12-29,2019-01-20,2019-01-26,USD,7,0.075,1179.2,754.688,"3LAB, Ltd",Sculptures,Frank Brown,Jacksonville,868031,318575,46764,Florida,424.51200000000006
SO - 0001902,Online,WARE-NMK1003,2018-07-19,2018-12-29,2019-01-05,2019-01-12,USD,4,0.2,2579.5,1496.11,Nipro ,Cocktail Glasses,Nicholas Cunningham,Naperville,147100,50073,109468,Illinois,1083.39
SO - 0001903,Online,WARE-MKL1006,2018-10-27,2018-12-29,2019-01-12,2019-01-22,USD,3,0.075,924.6,656.466,OUR Ltd,TV and video,Anthony Berry,The Woodlands,102911,38114,109917,Texas,268.134
SO - 0001904,Distributor,WARE-NMK1003,2018-07-19,2018-12-29,2019-01-21,2019-01-25,USD,3,0.075,3979.8,2905.254,Trigen ,Basketball,Joe Price,Lisle (Township),119818,45377,86610,Illinois,1074.5460000000003
SO - 0001905,In-Store,WARE-PUJ1005,2018-10-27,2018-12-29,2019-01-19,2019-01-25,USD,4,0.05,2626.4,2101.1200000000003,"Exact-Rx, Corp",Audio,Jerry Green,Dayton,140599,57316,27683,Ohio,525.2799999999997
SO - 0001906,Wholesale,WARE-XYS1001,2018-10-27,2018-12-29,2019-01-14,2019-01-15,USD,3,0.075,1293.1000000000001,1021.5490000000002,Pure Group,Platters,Shawn Torres,Lancaster,161103,47427,47225,California,271.55099999999993
SO - 0001907,Distributor,WARE-NBV1002,2018-07-19,2018-12-29,2019-01-21,2019-01-30,USD,8,0.1,1132.3,962.4549999999999,Eminence Corp,Sculptures,Patrick Graham,Victorville,122225,31886,45894,California,169.84500000000003
SO - 0001908,Distributor,WARE-PUJ1005,2018-10-27,2018-12-29,2019-01-17,2019-01-18,USD,2,0.1,670.0,321.59999999999997,Winthrop ,Floral,Joe Price,Pittsburgh,304391,132468,40715,Pennsylvania,348.40000000000003
SO - 0001909,In-Store,WARE-XYS1001,2018-07-19,2018-12-30,2019-01-14,2019-01-23,USD,7,0.1,6539.2,4708.223999999999,Llorens Ltd,Festive,Joshua Little,El Cajon,103679,32564,45925,California,1830.9760000000006
SO - 0001910,In-Store,WARE-NBV1002,2018-10-27,2018-12-30,2019-01-05,2019-01-11,USD,1,0.1,3256.2000000000003,2637.5220000000004,Llorens Ltd,Serveware,George Lewis,Thousand Oaks,129339,45912,100946,California,618.6779999999999
SO - 0001911,Online,WARE-XYS1001,2018-07-19,2018-12-30,2019-01-13,2019-01-16,USD,1,0.1,2579.5,1625.085,"Exact-Rx, Corp",Outdoor Furniture,Todd Roberts,Berkeley,120972,45917,66237,California,954.415
SO - 0001912,Online,WARE-NBV1002,2018-07-19,2018-12-30,2019-01-13,2019-01-14,USD,8,0.05,3852.5,2966.425,O.E. Ltd,Bathroom Furniture,Anthony Torres,Visalia,130104,41730,52157,California,886.0749999999998
SO - 0001913,Wholesale,WARE-NMK1003,2018-07-19,2018-12-30,2019-01-15,2019-01-20,USD,8,0.15,924.6,527.0219999999999,Mylan Corp,Ornaments,Shawn Torres,Savannah,145674,52798,36466,Georgia,397.5780000000001
SO - 0001914,Wholesale,WARE-UHY1004,2018-10-27,2018-12-30,2019-01-20,2019-01-24,USD,3,0.05,3906.1,2421.782,Pacific Ltd,Wreaths,Donald Reynolds,Brookhaven,489278,161116,87040,New York,1484.3179999999998
SO - 0001915,Distributor,WARE-UHY1004,2018-10-27,2018-12-30,2019-01-10,2019-01-13,USD,1,0.1,254.6,129.846,Trigen ,Table Linens,Douglas Tucker,Warren,135358,53493,43523,Michigan,124.75399999999999
SO - 0001916,Wholesale,WARE-MKL1006,2018-10-27,2018-12-30,2019-01-23,2019-01-27,USD,2,0.075,1072.0,589.6,"PEDIFIX, Corp",Outdoor Furniture,Carlos Miller,McKinney,162898,50455,81459,Texas,482.4
SO - 0001917,In-Store,WARE-PUJ1005,2018-10-27,2018-12-30,2019-01-15,2019-01-18,USD,2,0.15,2653.2000000000003,1061.2800000000002,Medline ,Stemware,Stephen Payne,Portland,632309,254167,55003,Oregon,1591.92
SO - 0001918,In-Store,WARE-UHY1004,2018-10-27,2018-12-30,2019-01-06,2019-01-09,USD,6,0.075,3564.4,1817.844,Victory Ltd,Baseball,Stephen Payne,Fayetteville,201963,78439,43630,North Carolina,1746.556
SO - 0001919,In-Store,WARE-PUJ1005,2018-10-27,2018-12-30,2019-01-04,2019-01-08,USD,8,0.4,1078.7,517.776,ETUDE Ltd,Furniture Cushions,Jonathan Hawkins,Ramapo,135257,34566,66911,New York,560.9240000000001
SO - 0001920,Online,WARE-MKL1006,2018-07-19,2018-12-30,2019-01-04,2019-01-05,USD,4,0.05,6224.3,3112.15,Qualitest ,Outdoor Furniture,Frank Brown,Everett,108010,42079,49578,Washington,3112.15
SO - 0001921,Wholesale,WARE-NMK1003,2018-07-19,2018-12-30,2019-01-09,2019-01-15,USD,6,0.1,1326.6000000000001,822.4920000000001,WakeFern ,Bean Bags,Carlos Miller,Lakewood,152597,63159,56954,Colorado,504.10800000000006
SO - 0001922,Wholesale,WARE-NMK1003,2018-07-19,2018-12-30,2019-01-20,2019-01-24,USD,8,0.1,221.1,159.19199999999998,O.E. Ltd,Audio,Donald Reynolds,Cape Coral,175229,58967,50536,Florida,61.908000000000015
SO - 0001923,Distributor,WARE-UHY1004,2018-07-19,2018-12-30,2019-01-08,2019-01-17,USD,8,0.05,6344.900000000001,3806.94,Prasco Group,Table Linens,Roy Rice,Minneapolis,410939,168385,51480,Minnesota,2537.9600000000005
SO - 0001924,In-Store,WARE-MKL1006,2018-07-19,2018-12-31,2019-01-23,2019-01-28,USD,2,0.15,1132.3,815.256,O.E. Ltd,Photo Frames,Chris Armstrong,Alexandria,153511,66879,89134,Virginia,317.044
SO - 0001925,Online,WARE-MKL1006,2018-07-19,2018-12-31,2019-01-08,2019-01-15,USD,4,0.05,757.1,446.68899999999996,E. Ltd,Wine Storage,Anthony Berry,West Valley City,136208,36213,52534,Utah,310.41100000000006
SO - 0001926,In-Store,WARE-PUJ1005,2018-10-27,2018-12-31,2019-01-25,2019-01-29,USD,6,0.1,1038.5,882.725,Ohio ,Furniture Cushions,Stephen Payne,Buffalo,258071,110549,31918,New York,155.77499999999998
SO - 0001927,Online,WARE-NMK1003,2018-10-27,2018-12-31,2019-01-27,2019-01-29,USD,6,0.05,958.1,603.6030000000001,Select ,Pendants,Anthony Berry,Lehigh Acres,106747,31831,40226,Florida,354.49699999999996
SO - 0001928,Wholesale,WARE-XYS1001,2018-10-27,2018-12-31,2019-01-26,2019-02-03,USD,1,0.1,1855.9,1521.838,Victory Ltd,Clocks,Shawn Torres,Irvine,256927,87235,92278,California,334.0620000000001
SO - 0001929,In-Store,WARE-NMK1003,2018-07-19,2018-12-31,2019-01-21,2019-01-28,USD,2,0.15,2646.5,1879.0149999999999,"Apotheca, Ltd",Floral,Jonathan Hawkins,North,157105,58240,44334,Indiana,767.4850000000001
SO - 0001930,In-Store,WARE-XYS1001,2018-07-19,2018-12-31,2019-01-19,2019-01-28,USD,3,0.15,5453.8,3654.0460000000003,Qualitest ,Blankets,Jerry Green,El Monte,116732,30752,38085,California,1799.754
SO - 0001931,In-Store,WARE-NMK1003,2018-07-19,2018-12-31,2019-01-05,2019-01-08,USD,4,0.075,1782.2,1301.006,Procter Corp,Home Fragrances,Stephen Payne,Bridgeport (Town),147629,50367,41801,Connecticut,481.19399999999996
SO - 0001932,In-Store,WARE-NMK1003,2018-10-27,2018-12-31,2019-01-14,2019-01-21,USD,4,0.05,1051.9,631.14,"Apotheca, Ltd",Baseball,Jerry Green,Miami,441003,157347,31051,Florida,420.7600000000001
SO - 0001933,In-Store,WARE-MKL1006,2018-10-27,2018-12-31,2019-01-18,2019-01-26,USD,5,0.2,254.6,216.41,Capweld ,Bathroom Furniture,Joshua Ryan,Round Rock,115997,35580,72412,Texas,38.19
SO - 0001934,In-Store,WARE-PUJ1005,2018-10-27,2018-12-31,2019-01-17,2019-01-22,USD,2,0.075,2860.9,1745.1490000000001,Qualitest ,Outdoor Decor,Joshua Ryan,Corpus Christi,324074,114817,50658,Texas,1115.751
SO - 0001935,In-Store,WARE-NBV1002,2018-10-27,2018-12-31,2019-01-16,2019-01-22,USD,8,0.1,2887.7000000000003,1212.834,OHTA'S Corp,Blankets,George Lewis,Santa Rosa,174972,64088,61050,California,1674.8660000000002
SO - 0001936,Distributor,WARE-XYS1001,2018-10-27,2018-12-31,2019-01-15,2019-01-23,USD,8,0.05,1085.4,857.4660000000001,Uriel Group,Wall Frames,Samuel Fowler,El Cajon,103679,32564,45925,California,227.93399999999997
